"Código del artículo","Título","DOI o URL","Autor principal","Año de la publicación","Región geográfica  del estudio","Sitio del estudio (País, ciudad o ubicación geográfica)","Tipo de estudio","Grupo especifico poblacional","Periodos de estudio(Fechas)","Tiempo de duración del estudio","Fuente de información del incendio","Año/Periodo del incendio","Localización del incendio","Tipo de vegetación de la quema","Estacionalidad","Intensidad","Extensión (Área quemada)","Clasificación del area de extensión","Numero de incendios","Duración","Distancia al lugar de estudio","Metodología empleada para determinar la trayectoria del incendio","Métodos para establecer el transporte del contamiante","Metodología para establecer la relación entre el incendio contam","Contaminante medido(PM2,5 o  black carbon)","Nivel de exposición (Individual o poblacional)","Unidad de tiempo de medición de la exposición","Forma para establecer la exposición: Técnica de medición (Selecc","¿Cúal?","Tipo de modelación empleada (solo para las aproximaciones por mo","Técnica en función del sitio (en el caso de que sea modelación)","Fuente de información de la exposición (en caso de datos secunda","Concentración estudiada del contaminate","Unidad de análisis","Co-variables de ajuste de la exposición mod","Tamaño de la unidad de análisis","Tipo de evento (Seleccione la opción)","Identificación de casos del evento (morbilidad)","Unidad de tiempo de medición del evento","Fuentes de 0ormación en salud","Tipo de fuente de información en salud (Seleccione la opción )","Método estadístico de análsis usado para establecer la relacion","Edades-Grupos etarios","Evento en salud","Clasificación CIE (Si lo hay)","Código de la CIE (Si lo hay)","Tipo de medida de asociación epidemiologica","Otro (Tipo de medida de asociación epidemiologica)","Co-variables de ajuste","Resultados ajustados","Intervalo de confianza inicio","Intervalo de confianza final","Caracteristicas adicionales del resultado","Temporalidad del rezago","Rezago puntual","Períodos de rezago acumulado","Observaciones"
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S.I","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","1.74","-1.04","4.59","Periodo No Incendios","Hora","NA","0-8",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S.I","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","1.84","-1.05","4.82","Periodo No Incendios","Hora","NA","0-12",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S.I","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","3.03","-0.32","6.50","Periodo No Incendios","Hora","NA","0-24",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S.I","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","4.36","0.20","8.69","Periodo No Incendios","Hora","NA","0-48",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65-74","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","4.34","-3.80","13.17","Periodo No Incendios","Hora","NA","0-24",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65-74","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","3.36","-6.62","14.41","Periodo No Incendios","Hora","NA","0-48",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75 y más","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","0.54","-3.12","4.35","Periodo No Incendios","Hora","0","NA",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75 y más","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","0.77","-3.09","4.78","Periodo No Incendios","Hora","1","NA",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75 y más","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","-0.29","-4.21","3.80","Periodo No Incendios","Hora","2","NA",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75 y más","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","0.57","-3.26","4.56","Periodo No Incendios","Hora","NA","0-2",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75 y más","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","0.24","-3.73","4.38","Periodo No Incendios","Hora","NA","0-3",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75 y más","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","0.43","-3.65","4.69","Periodo No Incendios","Hora","NA","0-4",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75 y más","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","1.77","-2.55","6.28","Periodo No Incendios","Hora","NA","0-8",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75 y más","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","0.88","-3.54","5.50","Periodo No Incendios","Hora","NA","0-12",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S.I (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","0.23","-4.46","5.14","Periodo No Incendios","Hora","NA","0-8",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S.I (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","0.24","-4.59","5.31","Periodo No Incendios","Hora","NA","0-12",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S.I (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","-0.43","-6.04","5.50","Periodo No Incendios","Hora","NA","0-24",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S.I (Mujeres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","-1.84","-8.61","5.43","Periodo No Incendios","Hora","NA","0-48",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35-64 (Hombres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","1.64","-2.79","6.27","Periodo No Incendios","Hora","0","NA",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35-64 (Hombres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","1.83","-2.55","6.41","Periodo No Incendios","Hora","1","NA",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35-64 (Hombres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","0.02","-4.37","4.60","Periodo No Incendios","Hora","2","NA",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35-64 (Hombres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","1.80","-2.69","6.50","Periodo No Incendios","Hora","NA","0-2",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35-64 (Hombres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","1.31","-3.23","6.07","Periodo No Incendios","Hora","NA","0-3",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35-64 (Hombres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","0.96","-3.70","5.84","Periodo No Incendios","Hora","NA","0-4",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35-64 (Hombres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","0.66","-4.50","6.10","Periodo No Incendios","Hora","NA","0-8",""
"PM OCE 007","","http://dx.doi.org/10.1289/ehp.1408436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35-64 (Hombres)","Paro cardiaco fuera del hospital","S.I","S.I","","Porcentaje de OR","Temperatura, Humedad relativa","1.59","-3.89","7.38","Periodo No Incendios","Hora","NA","0-12",""
"PM MUL 004","","https://doi.org/10.1016/S2542-5196(21)00200-X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Mortalidad todas las causas","S.I","S.I","RR","NA","Temperatura (promedios móviles), Humedad relativa, días de la semana","1.009","1.002","1.016","Grecia","Día","NA","0-2",""
"PM MUL 004","","https://doi.org/10.1016/S2542-5196(21)00200-X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Mortalidad todas las causas","S.I","S.I","RR","NA","Temperatura (promedios móviles), Humedad relativa, días de la semana","0.996","0.990","1.002","Guatemala","Día","NA","0-2",""
"PM MUL 004","","https://doi.org/10.1016/S2542-5196(21)00200-X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Mortalidad todas las causas","S.I","S.I","RR","NA","Temperatura (promedios móviles), Humedad relativa, días de la semana","1.014","0.998","1.030","Irán","Día","NA","0-2",""
"PM MUL 004","","https://doi.org/10.1016/S2542-5196(21)00200-X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Mortalidad todas las causas","S.I","S.I","RR","NA","Temperatura (promedios móviles), Humedad relativa, días de la semana","0.891","0.751","1.057","Irlanda","Día","NA","0-2",""
"PM MUL 004","","https://doi.org/10.1016/S2542-5196(21)00200-X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Mortalidad todas las causas","S.I","S.I","RR","NA","Temperatura (promedios móviles), Humedad relativa, días de la semana","1.139","1.081","1.199","Italia","Día","NA","0-2",""
"PM MUL 004","","https://doi.org/10.1016/S2542-5196(21)00200-X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Mortalidad todas las causas","S.I","S.I","RR","NA","Temperatura (promedios móviles), Humedad relativa, días de la semana","1.027","1.022","1.032","Japón","Día","NA","0-2",""
"PM MUL 004","","https://doi.org/10.1016/S2542-5196(21)00200-X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Mortalidad todas las causas","S.I","S.I","RR","NA","Temperatura (promedios móviles), Humedad relativa, días de la semana","1.017","0.989","1.045","Kuwait","Día","NA","0-2",""
"PM MUL 004","","https://doi.org/10.1016/S2542-5196(21)00200-X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Mortalidad todas las causas","S.I","S.I","RR","NA","Temperatura (promedios móviles), Humedad relativa, días de la semana","1.002","0.997","1.007","México","Día","NA","0-2",""
"PM MUL 004","","https://doi.org/10.1016/S2542-5196(21)00200-X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Mortalidad todas las causas","S.I","S.I","RR","NA","Temperatura (promedios móviles), Humedad relativa, días de la semana","1.041","0.916","1.182","Moldavia","Día","NA","0-2",""
"PM MUL 004","","https://doi.org/10.1016/S2542-5196(21)00200-X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Mortalidad todas las causas","S.I","S.I","RR","NA","Temperatura (promedios móviles), Humedad relativa, días de la semana","0.990","0.842","1.164","Países bajos","Día","NA","0-2",""
"PM MUL 004","","https://doi.org/10.1016/S2542-5196(21)00200-X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Mortalidad todas las causas","S.I","S.I","RR","NA","Temperatura (promedios móviles), Humedad relativa, días de la semana","1.016","0.995","1.036","Noruega","Día","NA","0-2",""
"PM MUL 004","","https://doi.org/10.1016/S2542-5196(21)00200-X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Mortalidad todas las causas","S.I","S.I","RR","NA","Temperatura (promedios móviles), Humedad relativa, días de la semana","1.011","0.918","1.111","Panamá","Día","NA","0-2",""
"PM MUL 004","","https://doi.org/10.1016/S2542-5196(21)00200-X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Mortalidad todas las causas","S.I","S.I","RR","NA","Temperatura (promedios móviles), Humedad relativa, días de la semana","1.001","0.999","1.003","Paraguay","Día","NA","0-2",""
"PM MUL 004","","https://doi.org/10.1016/S2542-5196(21)00200-X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Mortalidad todas las causas","S.I","S.I","RR","NA","Temperatura (promedios móviles), Humedad relativa, días de la semana","0.975","0.957","0.994","Perú","Día","NA","0-2",""
"PM MUL 004","","https://doi.org/10.1016/S2542-5196(21)00200-X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Mortalidad todas las causas","S.I","S.I","RR","NA","Temperatura (promedios móviles), Humedad relativa, días de la semana","1.008","0.983","1.034","Filipinas","Día","NA","0-2",""
"PM MUL 004","","https://doi.org/10.1016/S2542-5196(21)00200-X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Mortalidad todas las causas","S.I","S.I","RR","NA","Temperatura (promedios móviles), Humedad relativa, días de la semana","1.062","0.999","1.130","Portugal","Día","NA","0-2",""
"PM MUL 004","","https://doi.org/10.1016/S2542-5196(21)00200-X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Mortalidad todas las causas","S.I","S.I","RR","NA","Temperatura (promedios móviles), Humedad relativa, días de la semana","1.053","1.003","1.106","Puerto Rico","Día","NA","0-2",""
